,Player,country,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 14
18,BRM Taylor,(Zimbabve),2006-2019,38,2,5,0,17,1,17,3.4,30,0,0,
19,SR Tendulkar,(INDIA),2006-2006,1,1,2.3,0,12,1,12,4.8,15,0,0,
20,EP Thompson,(Newzealand),2008-2008,1,1,3,1,18,1,18,6,18,0,0,
21,GC Tonge,(West Indies),2009-2009,1,1,4,0,25,1,25,6.25,24,0,0,
22,JJ Tucker,(BMUDA),2019-2019,5,4,7,0,62,1,62,8.85,42,0,0,
23,Umair Ali,(UAE),2015-2015,3,2,4,0,28,1,28,7,24,0,0,
24,DLS van Bunge,(Netherland),2008-2013,14,2,2.2,0,15,1,15,6.42,14,0,0,
25,C Vorster,(GUE),2019-2019,1,1,3,0,32,1,32,10.66,18,0,0,
26,Walid Ghauri,(NOR),2019-2019,4,2,3.5,0,31,1,31,8.08,23,0,0,
27,Washeem Abbas,(MALTA),2019-2019,2,2,8,0,70,1,70,8.75,48,0,0,
28,UWMBCA Welegedara,(Srilanka),2010-2010,2,2,6,0,61,1,61,10.16,36,0,0,
29,CL White,(Australia),2007-2014,47,5,7,0,51,1,51,7.28,42,0,0,
30,T Whiteman,(LUX),2019-2019,4,2,3.4,0,38,1,38,10.36,22,0,0,
31,JD Wildermuth,(Australia),2018-2018,2,2,3,0,32,1,32,10.66,18,0,0,
32,LJ Woodcock,(Newzealand),2010-2011,3,3,10,0,70,1,70,7,60,0,0,
33,GH Worker,(Newzealand),2015-2015,2,1,2,0,19,1,19,9.5,12,0,0,
34,Yusuf Ebrahim,(PNM),2019-2019,3,3,7,1,44,1,44,6.28,42,0,0,
35,Zaheer Maqsood,(UAE),2015-2016,3,3,9,0,80,1,80,8.88,54,0,0,
36,Zamir Khan,(Afghanistan),2012-2012,1,1,4,0,26,1,26,6.5,24,0,0,
37,Zawar Farid,(UAE),2019-2019,4,2,4.1,0,35,1,35,8.4,25,0,0,
38,C Zhuwao,(Zimbabve),2008-2018,7,1,0.2,0,1,1,1,3,2,0,0,
39,Zohaib Sarwar,(PORT),2019-2019,4,4,7,0,51,1,51,7.28,42,0,0,
40,M Zondeki,(South Africa),2006-2006,1,1,3,0,41,1,41,13.66,18,0,0,
41,Abdullah Mahmood,(DEN),2019-2019,1,1,1,0,9,0,0,9,0,0,0,
42,Abdullah Sheikh,(NOR),2019-2019,2,1,1,0,13,0,0,13,0,0,0,
43,Abdur Rauf,(Pakistan),2008-2008,1,1,3,0,21,0,0,7,0,0,0,
44,M Aboagye,(Ghana),2019-2019,3,1,1,0,17,0,0,17,0,0,0,
45,RA Abolarin,(NGA),2019-2019,1,1,0.4,0,7,0,0,10.5,0,0,0,
46,S Adedeji,(NGA),2019-2019,6,1,2,0,21,0,0,10.5,0,0,0,
47,Aftab Ahmed,(Bangladesh),2006-2010,11,1,0.2,0,8,0,0,24,0,0,0,
48,GJ Agius,(MALTA),2019-2019,2,2,5,0,53,0,0,10.6,0,0,0,
49,Ahmed Shehzad,(Pakistan),2009-2019,59,1,1,0,10,0,0,10,0,0,0,
0,DS Airee,(NEPAL),2018-2019,18,1,2,0,23,0,0,11.5,0,0,0,
1,Ameer Saiyed,(Botsw),2019-2019,4,3,4,0,44,0,0,11,0,0,0,
2,Ammad Uddin,(BAH),2019-2019,4,1,0.1,0,1,0,0,6,0,0,0,
3,Anasim Khan,(BAH),2019-2019,4,4,14,0,119,0,0,8.5,0,0,0,
4,J Anderson,(Ireland),2015-2015,4,1,1,0,13,0,0,13,0,0,0,
5,DK Anefie,(Ghana),2019-2019,4,4,12,0,72,0,0,6,0,0,0,
6,Anowarul Islam,(THAI),2019-2019,4,2,3,0,25,0,0,8.33,0,0,0,
7,Ansar Iqbal,(NOR),2019-2019,4,1,2,0,13,0,0,6.5,0,0,0,
8,Aqib Iqbal,(Aut),2019-2019,5,4,13,0,84,0,0,6.46,0,0,0,
9,Arsalan Qadir,(Canada),2010-2010,1,1,1,0,12,0,0,12,0,0,0,
10,U Aryaman Sunil,(SGP),2019-2019,2,2,3,0,28,0,0,9.33,0,0,0,
11,Asad Ali,(Pakistan),2013-2013,2,2,4,0,33,0,0,8.25,0,0,0,
12,A Ashokan,(CZK0R),2019-2019,2,1,2,0,16,0,0,8,0,0,0,
13,Atif Ali Khan,(UAE),2016-2016,1,1,4,0,43,0,0,10.75,0,0,0,
14,Avi Dixit,(SGP),2019-2019,1,1,1,0,15,0,0,15,0,0,0,
15,P Awana,(INDIA),2012-2012,2,2,6,0,71,0,0,11.83,0,0,0,
16,KS Bagabena,(Ghana),2019-2019,4,4,4.5,0,56,0,0,11.58,0,0,0,
17,KMC Bandara,(Srilanka),2016-2016,1,1,1,0,11,0,0,11,0,0,0,
18,GEF Barnett,(Canada),2008-2010,5,1,1,0,11,0,0,11,0,0,0,
19,GJ Batty,(England),2009-2009,1,1,3,0,17,0,0,5.66,0,0,0,
20,DE Bernard,(West Indies),2009-2009,1,1,4,0,17,0,0,4.25,0,0,0,
21,P Bharat Patel,(PNM),2019-2019,2,2,5,0,40,0,0,8,0,0,0,
22,Meet Bhavsar,(KUW),2019-2019,9,1,1,0,11,0,0,11,0,0,0,
23,RL Bhudia,(KENYA),2007-2007,3,3,7.2,0,78,0,0,10.63,0,0,0,
24,KK Bishnoi,(),2019-2019,3,2,3,0,27,0,0,9,0,0,0,
25,NE Bonner,(West Indies),2011-2012,2,1,2,0,18,0,0,9,0,0,0,
26,IDR Bradshaw,(West Indies),2006-2006,1,1,4,0,22,0,0,5.5,0,0,0,
27,DR Brown,(Scotland),2007-2007,2,1,4,0,44,0,0,11,0,0,0,
28,DK Butler,(West Indies),2006-2006,1,1,3,0,22,0,0,7.33,0,0,0,
29,J Butler,(GUE),2019-2019,9,1,1,0,15,0,0,15,0,0,0,
30,JD Campbell,(West Indies),2019-2019,2,1,1,0,1,0,0,1,0,0,0,
31,J Cutinho,(CRC),2019-2019,3,1,0.5,0,7,0,0,8.4,0,0,0,
32,DAP Darrell,(BMUDA),2019-2019,11,1,2,0,14,0,0,7,0,0,0,
33,BFW de Leede,(Netherland),2018-2019,8,2,2,0,27,0,0,13.5,0,0,0,
34,N Deonarine,(West Indies),2010-2013,8,4,9,0,87,0,0,9.66,0,0,0,
35,PC de Silva,(Srilanka),2017-2017,2,2,2,0,30,0,0,15,0,0,0,
36,ST de Silva,(Srilanka),2017-2017,3,1,1,0,10,0,0,10,0,0,0,
37,BJ Diamanti,(Newzealand),2009-2009,1,1,2,0,19,0,0,9.5,0,0,0,
38,A Djorovic,(Serb),2019-2019,2,2,6,1,32,0,0,5.33,0,0,0,
39,B Dugic,(Serb),2019-2019,2,2,2.3,0,22,0,0,8.8,0,0,0,
40,F du Plessis,(South Africa),2012-2019,44,2,1.2,0,3,0,0,2.25,0,0,0,
41,AB Dursak,(TKY),2019-2019,4,3,8.4,0,134,0,0,15.46,0,0,0,
42,PS Eaglestone,(Ireland),2010-2010,1,1,2,0,16,0,0,8,0,0,0,
43,Fahad Tariq,(UAE),2016-2016,6,2,3,0,26,0,0,8.66,0,0,0,
44,Fakhar Zaman,(Pakistan),2017-2019,34,1,1,0,12,0,0,12,0,0,0,
45,Fazal Niazai,(Afghanistan),2019-2019,1,1,1,0,13,0,0,13,0,0,0,
46,MVT Fernando,(Srilanka),2017-2017,1,1,2,0,16,0,0,8,0,0,0,
47,AJ Finch,(Australia),2011-2019,58,2,2,0,27,0,0,13.5,0,0,0,
48,JA Fitzgerald,(GIBR),2019-2019,4,1,2,0,22,0,0,11,0,0,0,
49,DR Flynn,(Newzealand),2008-2012,5,1,1,0,7,0,0,7,0,0,0,
0,GF Gomes,(Moz),2019-2019,7,1,2,0,16,0,0,8,0,0,0,
1,MJ Guptill,(Newzealand),2009-2019,83,1,1,0,11,0,0,11,0,0,0,
2,Hamza Dar,(ESP),2019-2019,1,1,2,0,22,0,0,11,0,0,0,
3,Hasheem Shahzad,(MALTA),2019-2019,2,1,4,0,32,0,0,8,0,0,0,
4,RJ Hatchman,(GIBR),2019-2019,1,1,4,0,33,0,0,8.25,0,0,0,
5,T Henderson,(South Africa),2006-2006,1,1,4,0,31,0,0,7.75,0,0,0,
6,H Hiri,(PNG),2016-2019,5,1,1,0,5,0,0,5,0,0,0,
7,KC Hodsoll,(BMUDA),2008-2008,1,1,1,0,8,0,0,8,0,0,0,
8,MEK Hussey,(Australia),2005-2012,38,1,1,0,5,0,0,5,0,0,0,
9,EH Hutchinson,(USA),2019-2019,2,1,3,0,20,0,0,6.66,0,0,0,
10,Ibrahim Khan,(Saudi),2019-2019,1,1,2,0,17,0,0,8.5,0,0,0,
11,Ibrahim Nashath,(Mald),2019-2019,3,2,4,0,48,0,0,12,0,0,0,
12,Iftikhar Ahmed,(Pakistan),2016-2019,6,1,1,0,7,0,0,7,0,0,0,
13,Imran Khan,(PORT),2019-2019,4,1,2,0,13,0,0,6.5,0,0,0,
14,B Ivanov,(),2019-2019,3,1,2,0,36,0,0,18,0,0,0,
15,Jagjit Singh,(Peru),2019-2019,4,1,1,0,10,0,0,10,0,0,0,
16,NA Janes,(THAI),2019-2019,2,1,1,0,12,0,0,12,0,0,0,
17,T Jamtsho,(BHU),2019-2019,2,2,4.1,0,48,0,0,11.52,0,0,0,
18,Jatinder Singh,(OMAN),2015-2019,25,1,2,0,17,0,0,8.5,0,0,0,
19,Javed Maroofkhail,(NOR),2019-2019,2,1,2,0,22,0,0,11,0,0,0,
20,DPMD Jayawardene,(Srilanka),2006-2014,55,1,1,0,8,0,0,8,0,0,0,
21,P Jayeshbhai Patel,(PNM),2019-2019,2,1,2,0,21,0,0,10.5,0,0,0,
22,Jay Odedra,(OMAN),2019-2019,3,3,7,0,74,0,0,10.57,0,0,0,
23,NG Jones,(Ireland),2010-2012,5,2,2,0,14,0,0,7,0,0,0,
24,Kamran Khan,(QAT),2019-2019,14,2,4.1,0,48,0,0,11.52,0,0,0,
25,TP Kamungozi,(Zimbabve),2014-2014,1,1,2,0,17,0,0,8.5,0,0,0,
26,G Kansonkho,(MWI),2019-2019,6,1,1,0,15,0,0,15,0,0,0,
27,S Kansoy,(TKY),2019-2019,4,1,1,0,14,0,0,14,0,0,0,
28,M Kartik,(INDIA),2007-2007,1,1,4,0,27,0,0,6.75,0,0,0,
29,Karweng NG,(PHI),2019-2019,4,3,9,0,81,0,0,9,0,0,0,
30,JM Kemp,(South Africa),2005-2007,8,1,1,0,5,0,0,5,0,0,0,
31,GE Kidd,(Ireland),2010-2010,1,1,3,0,32,0,0,10.66,0,0,0,
32,RJ Kirtley,(England),2007-2007,1,1,1,0,17,0,0,17,0,0,0,
33,GJP Kruger,(South Africa),2006-2006,1,1,4,0,29,0,0,7.25,0,0,0,
34,JS Kundi,(KENYA),2019-2019,6,2,2,0,15,0,0,7.5,0,0,0,
35,Kushal Malla,(NEPAL),2019-2019,3,2,4,0,38,0,0,9.5,0,0,0,
36,A Lagos,(),2019-2019,1,1,2,0,13,0,0,6.5,0,0,0,
37,RDM Leverock,(BMUDA),2008-2008,2,2,5,0,27,0,0,5.4,0,0,0,
38,RN Lewis,(West Indies),2008-2008,1,1,1,0,9,0,0,9,0,0,0,
39,I Lisboa,(Chile),2019-2019,1,1,2,0,17,0,0,8.5,0,0,0,
40,AM McCarthy,(West Indies),2018-2018,1,1,2,0,12,0,0,6,0,0,0,
41,LD Madushanka,(Srilanka),2019-2019,2,1,4,0,36,0,0,9,0,0,0,
42,Mahedi Hasan,(Bangladesh),2018-2018,1,1,2,0,25,0,0,12.5,0,0,0,
43,C Mahoney,(Peru),2019-2019,3,1,1,0,10,0,0,10,0,0,0,
44,BF Mailata,(Samoa),2019-2019,4,2,2,0,24,0,0,12,0,0,0,
45,D Manani,(ROM),2019-2019,2,2,4,0,27,0,0,6.75,0,0,0,
46,M Markande,(INDIA),2019-2019,1,1,4,0,31,0,0,7.75,0,0,0,
47,D Marks,(MALTA),2019-2019,2,2,7,0,54,0,0,7.71,0,0,0,
48,S Matsikenyeri,(Zimbabve),2006-2012,10,3,2.4,0,23,0,0,8.62,0,0,0,
49,GJ McCarter,(Ireland),2015-2015,3,2,5,0,50,0,0,10,0,0,0,
0,A Mehmood,(Hong Kong),2016-2016,2,1,1,0,12,0,0,12,0,0,0,
1,Mehrab Hossain jnr,(Bangladesh),2008-2009,2,1,2.5,0,20,0,0,7.05,0,0,0,
2,D Mejia,(CRC),2019-2019,3,2,4,0,23,0,0,5.75,0,0,0,
3,PHKD Mendis,(Srilanka),2018-2019,4,3,5,0,48,0,0,9.6,0,0,0,
4,KO Meth,(Zimbabve),2012-2012,2,2,7,0,64,0,0,9.14,0,0,0,
5,AJ Michael,(Samoa),2019-2019,4,1,2,0,18,0,0,9,0,0,0,
6,Mihusan Hamid,(Mald),2019-2019,1,1,3,0,29,0,0,9.66,0,0,0,
7,Mohamed Arief,(MAL),2019-2019,5,2,2,0,19,0,0,9.5,0,0,0,
8,Mohammad Tauqir,(UAE),2015-2015,3,3,7,1,55,0,0,7.85,0,0,0,
9,JN Mohammed,(West Indies),2017-2018,9,2,2,0,13,0,0,6.5,0,0,0,
10,Mohammed Asghar,(KUW),2019-2019,4,2,4,0,28,0,0,7,0,0,0,
11,Mohammed Qasim,(UAE),2016-2017,3,1,1,0,8,0,0,8,0,0,0,
12,HJC Mol,(Netherland),2008-2008,4,1,1.3,0,12,0,0,8,0,0,0,
13,Mominul Haque,(Bangladesh),2012-2014,6,2,3,0,32,0,0,10.66,0,0,0,
14,JWN Moses,(Botsw),2019-2019,3,2,8,0,46,0,0,5.75,0,0,0,
15,Muhammad Asjed,(ESP),2019-2019,2,1,1,0,9,0,0,9,0,0,0,
16,Muhammad Musa,(Pakistan),2019-2019,1,1,3.5,0,39,0,0,10.17,0,0,0,
17,Muhammad Naeem,(Saudi),2019-2019,5,1,1,0,13,0,0,13,0,0,0,
18,Muhammed Shanil,(UAE),2016-2016,1,1,4,0,49,0,0,12.25,0,0,0,
19,RG Mukasa,(UGA),2019-2019,4,2,7,0,40,0,0,5.71,0,0,0,
20,Muktar Ali,(Bangladesh),2016-2016,1,1,2,0,17,0,0,8.5,0,0,0,
21,FF Mulivai,(Samoa),2019-2019,4,1,0.1,0,6,0,0,36,0,0,0,
22,T Munyonga,(Zimbabve),2019-2019,5,1,1,0,3,0,0,3,0,0,0,
23,Musawar Shah,(QAT),2019-2019,2,2,3,0,32,0,0,10.66,0,0,0,
24,S Nadigotla,(ROM),2019-2019,2,1,2,0,10,0,0,5,0,0,0,
25,Nanda Kumar,(CRC),2019-2019,3,1,1,0,10,0,0,10,0,0,0,
26,M Nandela,(Mex),2019-2019,2,1,1,0,13,0,0,13,0,0,0,
27,N Nankov,(),2019-2019,3,1,1,0,15,0,0,15,0,0,0,
28,A Nao,(PNG),2017-2017,2,2,5,0,49,0,0,9.8,0,0,0,
29,Nasir Aziz,(UAE),2015-2015,1,1,4,0,21,0,0,5.25,0,0,0,
30,A Natubhai Ahir,(PNM),2019-2019,3,3,6,0,49,0,0,8.16,0,0,0,
31,Nawaf Ahmed,(KUW),2019-2019,1,1,2,0,16,0,0,8,0,0,0,
32,R Nehonde,(Botsw),2019-2019,7,5,13,0,113,0,0,8.69,0,0,0,
33,S Nerandzic,(Serb),2019-2019,2,1,2,0,26,0,0,13,0,0,0,
34,K Nestor,(GIBR),2019-2019,4,2,6.2,0,54,0,0,8.52,0,0,0,
35,A Nortje,(South Africa),2019-2019,1,1,3,0,27,0,0,9,0,0,0,
36,J Nyumbu,(Zimbabve),2018-2018,2,2,6,0,76,0,0,12.66,0,0,0,
37,R Olipa,(UGA),2019-2019,2,1,1,0,8,0,0,8,0,0,0,
38,Omar Hayat,(DEN),2019-2019,2,1,1,0,11,0,0,11,0,0,0,
39,A Orfila,(GIBR),2019-2019,1,1,1,0,7,0,0,7,0,0,0,
40,A Patel,(MWI),2019-2019,2,1,1,0,19,0,0,19,0,0,0,
41,C Pengkumta,(THAI),2019-2019,4,4,7,0,58,0,0,8.28,0,0,0,
42,AK Perera,(Srilanka),2013-2019,6,1,1,0,17,0,0,17,0,0,0,
43,PDRL Perera,(Srilanka),2006-2006,2,2,7,0,77,0,0,11,0,0,0,
44,T Perera,(Botsw),2019-2019,6,2,3,0,37,0,0,12.33,0,0,0,
45,S Periyalwar,(ROM),2019-2019,4,1,0.1,0,4,0,0,24,0,0,0,
46,V Permaul,(West Indies),2018-2018,1,1,0.3,0,8,0,0,16,0,0,0,
47,OL Pitcher,(BMUDA),2008-2008,3,1,1,0,7,0,0,7,0,0,0,
48,C Prasad,(CRC),2019-2019,3,1,2,0,12,0,0,6,0,0,0,
49,KTGD Prasad,(Srilanka),2011-2011,1,1,3,0,37,0,0,12.33,0,0,0,
0,EC Rainsford,(Zimbabve),2010-2010,2,2,6,0,67,0,0,11.16,0,0,0,
1,Rashid Khan,(NEPAL),2019-2019,1,1,4,0,19,0,0,4.75,0,0,0,
2,Robiul Islam,(Bangladesh),2013-2013,1,1,1,0,13,0,0,13,0,0,0,
3,R Rohan,(SGP),2019-2019,10,1,1,0,7,0,0,7,0,0,0,
4,GR Russ,(PHI),2019-2019,3,2,3,0,52,0,0,17.33,0,0,0,
5,SE Rutherford,(West Indies),2018-2019,3,1,3,0,28,0,0,9.33,0,0,0,
6,Saad Nasim,(Pakistan),2014-2014,3,1,1,0,12,0,0,12,0,0,0,
7,Sajedul Islam,(Bangladesh),2013-2013,1,1,1,0,15,0,0,15,0,0,0,
8,Sakib Hasan,(Serb),2019-2019,2,1,1,0,13,0,0,13,0,0,0,
9,Saqlain Arshad,(QAT),2019-2019,2,1,1,0,12,0,0,12,0,0,0,
10,Saqlain Sajib,(Bangladesh),2016-2016,1,1,3.3,0,40,0,0,11.42,0,0,0,
11,M Sarenac,(Serb),2019-2019,2,1,1,0,12,0,0,12,0,0,0,
12,V Sehwag,(INDIA),2006-2012,19,1,1,0,20,0,0,20,0,0,0,
13,K Senamontree,(THAI),2019-2019,2,2,2,0,29,0,0,14.5,0,0,0,
14,YSD Seneveratne,(Caym),2019-2019,6,2,2,0,22,0,0,11,0,0,0,
15,Shabbir Ahmed,(Pakistan),2007-2007,1,1,2,0,19,0,0,9.5,0,0,0,
16,JNK Shannon,(Ireland),2013-2018,8,1,1,0,11,0,0,11,0,0,0,
17,Shoaib Gazi Hossain,(Chile),2019-2019,4,1,2,0,23,0,0,11.5,0,0,0,
18,P Silas,(Botsw),2019-2019,4,1,1,0,21,0,0,21,0,0,0,
19,KRP Silva,(USA),2019-2019,2,1,2,0,19,0,0,9.5,0,0,0,
20,M Simmons,(BMUDA),2019-2019,2,1,2.1,0,21,0,0,9.69,0,0,0,
21,GC Smith,(South Africa),2005-2011,33,3,4,0,57,0,0,14.25,0,0,0,
22,RAJ Smith,(Scotland),2019-2019,2,2,6.5,0,66,0,0,9.65,0,0,0,
23,JN Snape,(England),2007-2007,1,1,1,0,12,0,0,12,0,0,0,
24,Sohaib Maqsood,(Pakistan),2013-2016,20,1,1,0,12,0,0,12,0,0,0,
25,Soheel Hussain,(Belg),2019-2019,1,1,1,0,7,0,0,7,0,0,0,
26,Sohrawordi Shuvo,(Bangladesh),2010-2010,1,1,1,0,12,0,0,12,0,0,0,
27,S Sola,(Samoa),2019-2019,4,1,1,0,9,0,0,9,0,0,0,
28,S Soosiyakumar,(),2019-2019,1,1,2,0,16,0,0,8,0,0,0,
29,TJ Stephenson,(Blz),2019-2019,1,1,1,0,11,0,0,11,0,0,0,
30,Suresh Kumar,(Peru),2019-2019,2,2,4,0,35,0,0,8.75,0,0,0,
31,T Taibu,(Zimbabve),2007-2012,17,2,4,0,41,0,0,10.25,0,0,0,
32,Tarun Sharma,(Mex),2019-2019,8,1,1,0,14,0,0,14,0,0,0,
33,J Thinley,(BHU),2019-2019,2,2,3,0,25,0,0,8.33,0,0,0,
34,S Tobgay,(BHU),2019-2019,2,1,4,0,50,0,0,12.5,0,0,0,
35,T Tshose,(Botsw),2019-2019,2,1,2,0,12,0,0,6,0,0,0,
36,TE Tucker,(BMUDA),2008-2008,1,1,2,0,5,0,0,2.5,0,0,0,
37,S Tyagi,(INDIA),2009-2009,1,1,2,0,21,0,0,10.5,0,0,0,
38,HER Tyler,(PHI),2019-2019,2,2,6,0,48,0,0,8,0,0,0,
39,E Ul Haq,(NOR),2019-2019,5,1,0.1,0,4,0,0,24,0,0,0,
40,R Ulutuna,(TKY),2019-2019,4,1,1,0,11,0,0,11,0,0,0,
41,S Vesawkar,(NEPAL),2014-2019,17,1,3,0,25,0,0,8.33,0,0,0,
42,JK Vifah,(Ghana),2019-2019,3,1,1.1,0,8,0,0,6.85,0,0,0,
43,M Vijay,(INDIA),2010-2015,9,1,2,0,9,0,0,4.5,0,0,0,
44,V Vijh,(LUX),2019-2019,4,3,7.5,0,72,0,0,9.19,0,0,0,
45,Vimal Kumar,(PHI),2019-2019,2,1,3,0,32,0,0,10.66,0,0,0,
46,MN Waller,(Zimbabve),2011-2018,32,3,5,0,42,0,0,8.4,0,0,0,
47,Waqas Ali,(Belg),2019-2019,2,1,1,0,9,0,0,9,0,0,0,
48,Waqas Khan,(Hong Kong),2014-2017,8,1,1,0,12,0,0,12,0,0,0,
49,Waqas Raja,(Fin),2019-2019,1,1,1,0,9,0,0,9,0,0,0,
0,Wasim Ali,(OMAN),2019-2019,1,1,2,0,16,0,0,8,0,0,0,
1,JW Wilson,(Newzealand),2005-2005,1,1,4,0,43,0,0,10.75,0,0,0,
2,Yasir Shah,(Pakistan),2011-2011,2,2,4,0,39,0,0,9.75,0,0,0,
3,N Yordanov,(),2019-2019,2,1,3,0,20,0,0,6.66,0,0,0,
4,Zeeshan Abbas,(BAH),2019-2019,1,1,4,0,20,0,0,5,0,0,0,
5,Aamer Ikram,(PORT),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
6,Aarif Sheikh,(NEPAL),2018-2019,11,0,0,0,0,0,0,0,0,0,0,
7,Z Abbasi,(Botsw),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
8,Abbas Saad,(Saudi),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
9,Abdul Rashid,(Belg),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
10,Abdul Shakoor,(UAE),2015-2019,6,0,0,0,0,0,0,0,0,0,0,
11,Abdul Shakoor,(ROM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
12,Abraash Khan,(Canada),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
13,Abrar Bilal,(Aut),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
14,F Achelam,(UGA),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
15,Abdul Hashmi,(DEN),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
16,Adil Hanif,(BAH),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
17,Adnan Ilyas,(OMAN),2015-2016,12,0,0,0,0,0,0,0,0,0,0,
18,Adnan Mufti,(UAE),2017-2017,1,0,0,0,0,0,0,0,0,0,0,
19,Afsar Zazai,(Afghanistan),2013-2013,1,0,0,0,0,0,0,0,0,0,0,
20,P Agnihotri,(NOR),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
21,RI Ahmed,(Netherland),2015-2015,2,0,0,0,0,0,0,0,0,0,0,
22,Ahmed Faiz,(MAL),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
23,Ahsan Abbasi,(Hong Kong),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
24,KK Ahuja,(Mex),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
25,Ainool Hafizs,(MAL),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
26,Ainool Haqqiem,(MAL),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
27,PS Airee,(NEPAL),2015-2019,11,0,0,0,0,0,0,0,0,0,0,
28,C Akyuz,(TKY),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
29,Ali Ivan,(Mald),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
30,HS Alta,(TKY),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
31,TR Ambrose,(England),2008-2008,1,0,0,0,0,0,0,0,0,0,0,
32,Amjad Ali,(UAE),2014-2015,5,0,0,0,0,0,0,0,0,0,0,
33,Amjad Khan,(UAE),2015-2016,4,0,0,0,0,0,0,0,0,0,0,
34,HM Amla,(South Africa),2009-2018,44,0,0,0,0,0,0,0,0,0,0,
35,Anamul Haque,(Bangladesh),2012-2015,13,0,0,0,0,0,0,0,0,0,0,
36,Anam Mollik,(ITA),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
37,Anas Khan,(Hong Kong),2014-2014,1,0,0,0,0,0,0,0,0,0,0,
38,A Anemogiannis,(),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
39,B Angeltti,(Arg),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
40,Anwar Arudin,(MAL),2019-2019,12,0,0,0,0,0,0,0,0,0,0,
41,SE Aquilina,(MALTA),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
42,Areeb Quadir,(Fin),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
43,Z Arinaitwe,(UGA),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
44,Aritra Dutta,(SGP),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
45,RP Arnold,(Srilanka),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
46,P Arora,(Mex),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
47,Arsalan Arif,(Aut),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
48,Arslan Ahmed,(PORT),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
49,Asad Shafiq,(Pakistan),2010-2012,10,0,0,0,0,0,0,0,0,0,0,
0,Asif Ali,(Pakistan),2018-2019,25,0,0,0,0,0,0,0,0,0,0,
1,Aslam Mohammad,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
2,SK Atai,(PNG),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
3,MS Atapattu,(Srilanka),2006-2006,2,0,0,0,0,0,0,0,0,0,0,
4,S Ateak,(Ghana),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
5,JJ Atkinson,(Hong Kong),2014-2016,13,0,0,0,0,0,0,0,0,0,0,
6,Awais Ahmed,(ESP),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
7,Awais Zia,(Pakistan),2012-2014,5,0,0,0,0,0,0,0,0,0,0,
8,AJ Ayannaike,(NGA),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
9,Azyan Farhath,(Mald),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
10,F Baaleri,(Ghana),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
11,SJ Baard,(NAM),2019-2019,13,0,0,0,0,0,0,0,0,0,0,
12,Babar Azam,(Pakistan),2016-2019,36,0,0,0,0,0,0,0,0,0,0,
13,Babar Hayat,(Hong Kong),2014-2017,24,0,0,0,0,0,0,0,0,0,0,
14,S Badrinath,(INDIA),2011-2011,1,0,0,0,0,0,0,0,0,0,0,
15,A Bagai,(Canada),2008-2013,9,0,0,0,0,0,0,0,0,0,0,
16,GJ Bailey,(Australia),2012-2017,30,0,0,0,0,0,0,0,0,0,0,
17,JM Bairstow,(England),2011-2019,34,0,0,0,0,0,0,0,0,0,0,
18,R Bakum,(Ghana),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
19,V Balakrishnan,(Botsw),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
20,A Balbirnie,(Ireland),2015-2019,37,0,0,0,0,0,0,0,0,0,0,
21,CT Bancroft,(Australia),2016-2016,1,0,0,0,0,0,0,0,0,0,0,
